,well_3,well_4,well_6,well_8,well_9,well_15,well_21,well_33,well_38,well_39,well_42,well_48,well_50,well_61,well_70,well_72,well_85,well_87,well_93,well_94,well_95,well_99,well_103,well_104,well_108,well_110,well_113,well_114,well_117,well_119,well_121,well_133,well_138,well_148,well_149,well_154,well_156,well_158,well_162,well_166,well_171,well_179,well_183,well_192,well_204,well_206,well_209,well_224,well_227,well_232,well_248,well_253,well_263,well_265,well_267,well_269,well_270,well_277,well_281,well_285,well_286,well_295,well_298,well_305,well_307,well_311,well_321,well_325,well_344,well_345,well_353,well_354,well_362,well_367,well_377,well_380,well_387,well_389,well_390,well_394,well_403,well_410,well_418,well_423,well_428,well_430,well_444,well_449,well_453,well_456,well_460,well_462,well_463,well_467,well_471,well_482,well_485,well_492,well_499
2014-12-29,635.9957142857144,379.63,47.47204678219316,85.492792228621,42.52923497138824,284.03285714285715,423.8885714285715,156.72,87.26,457.79857142857145,5.837930201441869,77.48243712918165,389.29857142857145,67.01,-0.4984285714285714,43.9766045132811,319.24285714285713,68.7054819596846,44.46012520371251,19.14190476190476,90.22,227.9053391422791,411.3840411245619,47.72368485676142,62.32428571428572,25.208571428571428,110.32,90.99,9.188994799676252,32.412983313805555,655.17,48.57082159640185,31.259477199574473,98.09,154.02496203484816,337.44,20.604119440520208,39.46964452909705,500.94,218.09479956442928,107.87423717136903,222.87937582425093,99.49,27.178472243900536,468.3371428571429,124.89,29.864751039124876,153.85,362.4657142857144,222.84,34.05714285714286,57.592517692353184,7.362857142857143,30.632857142857144,40.07340574455769,217.63720481491094,28.473079065921468,110.6,40.94855405766825,579.6457142857142,57.855425385334975,412.19,79.11292366519851,259.7334983486544,1.457142857142857,106.46,368.14975844195834,47.044871519450794,49.822888005975535,5.30075548181172,28.85142857142857,8.515122025226692,7.677142857142857,28.75238095238095,91.46610622091977,5.9505913437992675,-0.2242857142857142,21.985911235836966,83.89,35.15666629395942,352.19,40.11816519018784,490.22,69.23714285714286,31.717142857142854,265.25857142857143,335.50010654697,83.12530990287063,33.2665179236199,364.44,177.3642320898311,176.08917249739275,28.86428571428572,108.05,579.83,77.34723227520551,12.120168856440312,316.22,44.57
2015-01-05,636.0828571428572,380.25,47.46,85.22,42.53,284.32,423.85857142857145,156.82,87.26,457.8685714285714,5.85,77.46000000000001,389.28,67.12070263768415,-0.5412857142857143,43.95,319.23857142857145,68.7,44.43,19.138571428571428,90.3,227.97,411.25,47.74,62.33571428571429,25.20523809523809,110.56,90.99,9.18320447944572,32.37,655.48,48.56,31.24,98.16,154.09,337.63,20.62,39.43,501.64,218.06,107.89,222.73,99.53,27.09,468.4142857142857,125.05,29.86,153.91,362.4685714285714,222.88,34.05,57.53,7.591428571428572,30.63,40.04,217.66,28.43,110.6,40.94,579.6414285714285,57.84,412.77,79.11,259.77,1.4642857142857142,106.46,368.38,46.92,49.81,5.33,28.88142857142857,8.6,7.68,28.727619047619047,91.46,5.92,-0.3,21.99,83.89,35.11,352.17,40.08,491.32,69.26428571428572,31.76571428571429,265.2342857142857,335.41,83.09,33.27,364.92,177.38,176.23,28.85571428571429,108.25,579.84,77.22,12.06,315.91285714285715,44.57
2015-01-12,636.3085714285714,379.91,47.47,85.38484219157783,42.53,284.5928571428571,423.89142857142855,156.82,87.28,458.0885714285714,5.86,77.76,389.3557142857143,67.31949148513941,-0.5012857142857143,44.17,319.8671428571429,68.7,44.48,19.20809523809524,90.39,228.02,411.44,47.78,62.36571428571428,25.242380952380955,110.75,91.03,9.275141724290847,32.39,656.18,48.59,31.27,98.52,154.14,337.89,20.69,39.45,501.5,218.26714535928082,107.92,222.68,99.62,27.13,468.5128571428572,125.14,29.87,153.98,362.57,222.93,34.05714285714286,57.68000353350591,7.761428571428572,30.65571428571429,40.08,217.69,28.45,110.62857142857142,41.04,579.8085714285714,57.87,412.72,79.11,259.78,1.487142857142857,106.46,368.57,46.89319048720705,49.82,5.36,28.982857142857146,8.67,7.78,28.76142857142857,91.52,5.95,-0.2442857142857142,22.109503204479978,84.26,35.17,352.38,40.09,492.24,69.33857142857143,31.805714285714288,265.38,335.52000000000004,83.17,33.27,365.29,177.38,176.33,28.87,108.72,579.88,77.41353406499188,12.03,316.08,44.74
2015-01-19,636.2171428571428,380.16,47.49,85.47649597342786,42.55,285.11571428571426,423.91,156.95,87.29,458.1,5.87,77.81,389.3442857142857,67.41333642273378,-0.4155714285714285,44.12,320.1271428571428,68.71,44.51,19.240952380952383,90.39,228.25,411.68,47.79,62.43875,25.30523809523809,110.82,91.0,9.49,32.43,656.63,48.65,31.3,98.7,154.17,337.96,20.73,39.5,501.41,218.42,107.97,223.08,99.67,27.32,468.4971428571429,125.29,29.87,154.12,362.6542857142857,222.95,34.07142857142857,57.77427398701464,8.014285714285714,30.685714285714287,40.12,217.7,28.38,110.71571428571428,41.07,580.0714285714286,57.91,412.72,79.13,259.79,1.532857142857143,106.49,368.85,47.0139785905169,49.85,5.52,29.068571428571424,8.7,7.8914285714285715,28.80809523809524,91.56,6.05,-0.0542857142857142,22.263829821249544,84.39,35.21,352.6,40.15,493.1,69.30142857142857,31.83142857142857,265.4414285714286,335.58000000000004,83.19,33.27,365.06,177.4,176.29,28.905,108.94,579.97,77.46241520034127,12.26,316.7857142857143,44.68
2015-01-26,636.0528571428571,379.52,47.53,85.35899664597946,42.58,285.59,423.8742857142857,156.79,87.32,458.07428571428574,5.89,77.85000000000001,389.3142857142857,67.3212603432932,-0.4998571428571429,44.12,319.6828571428572,68.71,44.53,19.175714285714285,90.37,228.35,411.71,47.8,62.54,25.31,110.58,91.08,9.487620300334129,32.41,656.67,48.65,31.36,98.54,154.1,337.75,20.77,39.52,501.18,218.42,107.97,222.89,99.59,27.27,468.4457142857143,125.12,29.9,154.19,362.6671428571429,222.97,34.067142857142855,57.665646156997596,8.057142857142859,30.68857142857143,40.18,217.71,28.29,110.75857142857144,41.08,580.1871428571428,57.94,412.49,79.11,259.77,1.562857142857143,106.51,369.38,46.949897846505166,49.86,5.63,29.06428571428572,8.68,7.911428571428572,28.790000000000003,91.56,6.08,-0.2442857142857142,22.160429102401338,84.42,35.22,352.37,40.15,495.17,69.26571428571428,31.845714285714287,265.3328571428571,335.46000000000004,83.26,33.28,364.73,177.42000000000002,176.13,28.914285714285715,108.64,580.07,77.34347528175675,12.09,316.4114285714286,44.69
2015-02-02,635.9814285714285,380.08,47.54,85.34569185428859,42.61,285.93857142857144,423.9614285714286,156.75,87.3,458.0242857142857,5.91,78.07000000000001,389.4,67.33,-0.4398571428571429,44.23,319.75857142857143,68.72,44.56,19.302857142857142,90.42,228.44,411.78,47.82,62.60285714285715,25.356666666666666,110.51,91.09,9.539942664185219,32.44,656.5,48.67,31.42,98.6,154.13,337.99,20.75,39.55,501.24,218.62,107.97,222.98,99.66,27.32,468.4757142857143,125.15,29.98,154.2,362.6842857142857,223.02,34.09571428571429,57.72,8.102857142857143,30.729285714285712,40.2,217.81,28.47,110.78857142857144,41.17,580.2214285714286,57.98,412.39,79.15,259.77,1.5885714285714287,106.54,369.53,46.96,49.89,5.8,29.18238095238096,8.79,8.025714285714285,28.860952380952384,91.62,6.11,-0.1457142857142857,22.19,84.49791834804768,35.23,352.42,40.21,496.07,69.42571428571429,31.917142857142856,265.3757142857143,335.41,83.24,33.29,364.92,177.43,176.12,28.937142857142856,108.8,580.14,77.42,12.09,316.1271428571428,44.69
2015-02-09,635.9257142857142,379.32,47.56,85.41757301748476,42.59,286.06142857142856,423.8428571428572,156.7,87.29,457.98285714285714,5.94,77.93,389.2857142857143,67.2766136099876,-0.4984285714285714,44.22,319.4028571428572,68.72,44.52,19.15571428571429,90.39,228.42,411.71,47.86,62.62857142857143,25.34095238095238,110.41,91.12,9.536164222667367,32.44,656.29,48.65,31.44,98.43,154.07,337.94,20.74,39.58,501.08,218.59,107.97,222.95,99.59,27.29,468.4285714285714,125.03,30.0,154.22,362.70714285714286,223.04,34.07857142857143,57.68241680894093,8.06,30.687142857142856,40.25,217.8,28.56,110.77428571428572,41.14,580.1971428571429,57.98,412.32,79.14,259.78,1.6042857142857143,106.55,369.48,47.03267700690043,49.9,5.84,29.142857142857142,8.81,7.975714285714285,28.825714285714287,91.61,6.1,-0.24625,22.13064349647169,84.31,35.23,352.37,40.17,495.5,69.20714285714286,31.895714285714288,265.29571428571427,335.36,83.22,33.28,364.65,177.43,176.09,28.93285714285714,108.7,580.22,77.31074428800257,12.05,315.9414285714286,44.57
2015-02-16,635.9085714285713,378.8,47.58,85.34639320089894,42.61,286.3014285714286,423.8385714285714,156.67,87.22,457.9357142857143,5.97,77.95,389.3414285714285,67.21014799247723,-0.487,44.21,319.4771428571429,68.74,44.52,19.16095238095238,90.39,228.43,411.7,47.9,62.66142857142857,25.329047619047618,110.27474846763387,91.16,9.5,32.41,656.04,48.63,31.47,98.27,154.06,337.86,20.73,39.63,501.01,218.54,107.97,222.86,99.48,27.24,468.3957142857143,124.92,30.01,154.21,362.6885714285714,223.06,34.07928571428572,57.61241573630193,8.152857142857142,30.698571428571427,40.28,217.82,28.55,110.76857142857143,41.16,580.1528571428571,57.98,412.17,79.14,259.76,1.6142857142857143,106.58,369.63,47.037676672332225,49.9,5.85,29.125714285714285,8.84,7.932857142857143,28.822857142857146,91.62,6.09,-0.31,22.067486032157035,84.25,35.24,352.22,40.19,494.97,69.26428571428572,31.955714285714286,265.2042857142857,335.37,83.26,33.29,364.78,177.44,176.11,28.93857142857143,108.37,580.27,77.28668987713424,12.01,316.2657142857143,44.51
2015-02-23,635.9157142857142,378.68,47.58,85.19963065968955,42.6,286.54857142857145,423.8514285714286,156.67,87.14,457.90857142857146,6.01,77.91000000000001,389.35857142857145,67.14372924135014,-0.5312857142857143,44.21,319.2185714285714,68.78,44.53,19.197142857142858,90.45,228.42,411.75,47.93,62.68571428571429,25.35809523809524,110.24,91.19,9.42577057449651,32.39,655.8,48.6,31.49,98.15,154.04,338.0,20.73,39.67,501.02,218.58,107.97,222.75,99.5,27.18,468.3828571428571,124.83,30.01,154.24,362.6528571428572,223.12,34.08571428571429,57.5717258295268,8.141428571428571,30.71,40.33,217.83,28.48,110.75714285714284,41.18,580.0942857142858,57.97,412.06,79.15,259.76,1.6142857142857143,106.62,369.65,47.02931923787732,49.86,5.86,29.14523809523809,8.81,7.905714285714287,28.85047619047619,91.64,6.07,-0.3057142857142857,22.03087045540815,84.15,35.25,352.12,40.21,494.24,69.34714285714286,31.964285714285715,265.13428571428574,335.35,83.29,33.31,364.51,177.46,176.05,28.94071428571429,108.05,580.31,77.25781215787809,11.99,315.99142857142857,44.73
2015-03-02,635.9085714285713,379.9,47.59,85.23,42.59,286.65000000000003,423.8557142857143,156.71,87.12,457.8971428571429,6.01,77.91000000000001,389.3457142857143,67.36,-0.4569999999999999,44.14,319.18857142857144,68.8,44.56,19.226190476190474,90.49,228.47,411.6,47.92,62.70285714285715,25.388571428571428,110.24,91.25,9.445805828675134,32.38,655.6,48.6,31.5,98.15,154.03,338.07,20.67,39.6,501.19,218.47,107.97,222.72,99.52,27.17,468.43,124.85,29.989999999999995,154.26,362.6071428571428,223.18,34.09,57.69,8.061428571428571,30.71357142857143,40.36,217.82,28.47,110.73857142857142,41.18,580.0314285714286,57.93,412.4,79.16,259.76,1.602857142857143,106.62,369.67,47.06,49.91,5.83,29.1747619047619,8.83,7.877142857142857,28.88714285714285,91.65,6.05,-0.2242857142857142,22.16,84.18,35.24,352.29,40.18,494.09,69.32000000000001,31.964285714285715,265.09714285714284,335.36,83.32,33.26,364.97,177.39,176.01,28.935714285714287,107.95,580.33,77.4,11.99,315.6257142857143,44.7
2015-03-09,636.0742857142858,379.77,47.61,85.18941802151141,42.58,286.69571428571425,423.7942857142857,156.66,87.09,457.9542857142857,6.01,77.87,389.3071428571429,67.29556718687942,-0.4884285714285714,44.11,319.24142857142857,68.81,44.54,19.15952380952381,90.4,228.3,411.56,47.94,62.7,25.39619047619048,110.36,91.29,9.547128411054913,32.36,655.74,48.59,31.5,98.29,153.98,338.0,20.65,39.55,501.11,218.57,107.95,222.71,99.51,27.16,468.4357142857143,124.88,29.97,154.23,362.5685714285714,223.19,34.074285714285715,57.6570404862496,8.007142857142856,30.68285714285714,40.39,217.83,28.56,110.71285714285716,41.18,580.0371428571428,57.91,412.41,79.14,259.77,1.5871428571428574,106.61,369.67,47.085019928453264,49.91,5.78,29.106666666666666,8.86,7.852857142857142,28.88380952380952,91.6,6.04,-0.2742857142857143,22.057390451186677,84.29,35.21,352.38,40.18,493.83,69.24714285714286,31.958571428571428,265.18142857142857,335.38,83.28,33.26,364.88,177.37,175.99,28.922857142857143,107.91,580.37,77.3291453360858,12.06,315.6,44.55
2015-03-16,636.0428571428572,378.89,47.62,85.10062906995677,42.56,286.77714285714285,423.82142857142856,156.62,87.07,457.9271428571429,5.98,77.85000000000001,389.3442857142857,67.22696408532283,-0.5327142857142857,44.11,319.12142857142857,68.83,44.52,19.14,90.47,228.24,411.52,47.96,62.69142857142857,25.390000000000004,110.32,91.29,9.5,32.36,656.06,48.58,31.5,98.21,153.97,337.94,20.63,39.53,501.0,218.54,107.94,222.67,99.42,27.13,468.39142857142855,124.8,29.98,154.18,362.54285714285714,223.23,34.07142857142857,57.58195865168672,7.978571428571429,30.678571428571427,40.42,217.84,28.55,110.69571428571427,41.15,580.1814285714286,57.9,412.38,79.12,259.78,1.58,106.62,369.68,47.123908071544946,49.9,5.74,29.051428571428573,8.83,7.837142857142857,28.872857142857143,91.59,6.02,-0.4085714285714285,21.96394265295038,84.24,35.19,352.18,40.18,493.7,69.27428571428571,31.99,265.1657142857143,335.33000000000004,83.23,33.29,364.52,177.37,176.01,28.9,107.85,580.44,77.21909032250616,11.98,315.52714285714285,44.5
2015-03-23,636.2028571428572,378.31,47.63,85.09344308354537,42.6,286.81,423.8371428571428,156.6,87.04,457.9014285714285,5.99,77.83000000000001,389.3457142857143,67.16635263105455,-0.6198571428571429,44.08,319.0214285714286,68.85,44.53,19.172857142857143,90.4,228.2,411.5,47.97,62.68625,25.393809523809523,110.26,91.32,9.403580719114558,32.36,656.25,48.57,31.5,98.11,153.95,337.81,20.61,39.57,500.94,218.49,107.97,222.6,99.37,27.16,468.36428571428576,124.75,29.989999999999995,154.16,362.5142857142857,223.3,34.07,57.53794742594778,7.957142857142857,30.687142857142856,40.45,217.86,28.48,110.68,41.17,580.2028571428572,57.9,412.23,79.13,259.77,1.5785714285714287,106.62,369.51,47.143906864736465,49.89,5.72,28.93904761904762,8.87,7.835714285714286,28.88619047619048,91.57,6.0,-0.4657142857142857,21.918001026482983,84.16,35.17,352.09,40.21,493.52,69.34142857142857,31.99285714285714,265.1542857142857,335.34000000000003,83.24,33.29,364.39,177.37,175.93,28.88,107.76,580.5,77.16535910347798,11.98,315.3142857142857,44.56
2015-03-30,636.1757142857142,378.28,47.61757025909404,85.03770270354971,42.555935978520544,286.7785714285714,423.8557142857143,156.65,87.02,457.89,5.956959499910802,77.82325732936334,389.3542857142857,67.12950107999936,-0.547,44.04826221952048,319.04714285714283,68.86257267757718,44.52816247925433,19.25047619047619,90.44,228.20123641971503,411.50695676830514,47.954750709679956,62.675714285714285,25.42714285714285,110.33,91.33,9.401425525830007,32.3442504673167,656.15,48.528171876654646,31.485318215584993,98.06,153.97878783145967,337.8,20.550178355517488,39.520966095153796,500.91,218.47078988277434,107.95581362149832,222.642218708406,99.36,27.14177411197371,468.3557142857143,124.72,29.975535108301525,154.13,362.45714285714286,223.33,34.08142857142857,57.5440187810982,7.922857142857143,30.71142857142857,40.44586004128147,217.82249901538862,28.449138091042556,110.66714285714284,41.1638862584399,580.1585714285713,57.865906934059,412.16,79.11032913941179,259.73760832656484,1.582857142857143,106.63,369.4524842401951,47.1633267897699,49.861440682709954,5.7275082484760915,28.902857142857144,8.900307125971025,7.828571428571428,28.93714285714286,91.57447616654913,5.979427984418358,-0.3985714285714286,21.91521668160638,84.11,35.10815388389993,352.04,40.18544646205332,494.21,69.41857142857143,31.9975,265.16857142857145,335.32234421168704,83.26897404453254,33.28812458938055,364.6,177.37660980200786,175.97372804942634,28.88,107.69,580.53,77.17264380603103,11.951502051671593,315.1928571428571,44.76
2015-04-06,636.4185714285715,379.66,47.63,85.43,42.6,287.0057142857143,423.82142857142856,156.67,87.01,457.94714285714286,5.98,78.02000000000001,389.32428571428574,67.33,-0.4569999999999999,44.06,319.8285714285715,68.88,44.51,19.22,90.39,228.17,411.59,47.99,62.66428571428571,25.465714285714284,110.65,91.33,9.582617616134655,32.35,656.07,48.56,31.5,98.31,153.95,337.82,20.58,39.55,501.09,218.84,108.05,223.08,99.59,27.16,468.42285714285714,124.93,30.0,154.15,362.4257142857143,223.4,34.07714285714285,57.69,7.928571428571429,30.695714285714285,40.42939547622677,217.87,28.45,110.69428571428573,41.2,580.1042857142858,57.88999999999999,412.37,79.1,259.78,1.5685714285714287,106.61,369.65,47.21,49.88,5.75,28.856666666666666,8.92,7.82,28.965714285714284,91.58,6.0,-0.1785714285714285,22.2,84.33,35.16,352.47,40.25,497.4,69.29428571428572,31.99714285714285,265.3014285714286,335.39000000000004,83.33,33.29,365.03,177.36,176.19,28.87285714285714,107.74,580.56,77.31,12.12,316.9028571428572,44.62
2015-04-13,636.3485714285715,378.98,47.64,85.25117486451381,42.56,287.44142857142856,423.78,156.61,87.01,457.9757142857143,5.97,77.97,389.30285714285714,67.24276384753934,-0.5155714285714286,44.05,319.6171428571429,68.87,44.53,19.14238095238096,90.34,228.37,411.64,48.0,62.720000000000006,25.43,110.48,91.33,9.522909379596882,32.36,656.1,48.58,31.49,98.33,153.95,337.7,20.56,39.52,500.98,218.72,108.07,223.11,99.47,27.17,468.39142857142855,124.83,29.98,154.18,362.3985714285714,223.51,34.05571428571428,57.600277291217665,7.927142857142857,30.67571428571429,40.495000000000005,217.94,28.47,110.72285714285714,41.18,580.0742857142858,57.87,412.43,79.11,259.81,1.5614285714285714,106.61,369.81,47.243083079431585,49.88,5.73,28.753333333333337,9.01,7.797142857142857,28.93047619047619,91.55,6.0,-0.3957142857142857,22.071241068631934,84.37,35.15,352.19,40.22,497.14,69.30142857142857,32.04,265.3014285714286,335.42,83.37,33.29,364.02,177.35,176.12,28.85428571428572,107.67,580.57,77.17890991795916,12.0,316.4528571428572,44.5
2015-04-20,636.4571428571428,378.93,47.64,85.15975206977396,42.57,287.55571428571426,423.8142857142857,156.62,87.04,457.8728571428572,5.95,77.92,389.33,67.14221591428812,-0.6198571428571429,44.04,319.3457142857143,68.86,44.56,19.17238095238095,90.16,228.49,411.54,48.0,62.76125,25.43,110.34,91.33,9.44,32.34,656.07,48.55,31.49,98.23,154.0,337.63,20.53,39.54,500.93,218.58,108.07,222.88,99.24,27.16,468.3671428571429,124.78,29.98,154.17,362.4042857142857,223.58,34.05571428571428,57.52870339391478,7.894285714285714,30.685714285714287,40.51,217.96,28.45,110.73142857142857,41.2,580.0871428571429,57.86,412.25,79.11,259.81,1.5571428571428572,106.61,369.94,47.2472634662966,49.88,5.78,28.74142857142857,9.15,7.764285714285714,28.94285714285714,91.57,5.99,-0.5071428571428571,21.955504371976872,84.3,35.13,352.08,40.23,496.59,69.33857142857143,32.04142857142857,265.2685714285714,335.37,83.39,33.28,364.38,177.42000000000002,176.03,28.84,107.59,580.55,77.11630352285218,11.94,315.8742857142857,44.42
2015-04-27,636.2671428571429,378.49,47.63,85.0098561916326,42.55,287.54714285714283,423.8085714285714,156.58,86.97,457.79285714285714,5.96,77.83000000000001,389.3414285714285,67.04934549982006,-0.6484285714285714,44.04,319.18142857142857,68.9,44.51,19.176666666666662,90.23,228.49,411.54,48.01,62.77857142857143,25.37809523809524,110.27,91.34,9.350093089336397,32.32,655.95,48.5,31.48,98.12,153.98,337.65,20.51,39.54,500.89,218.61,108.04,222.7,99.21,27.14,468.3542857142857,124.74,29.95,154.16,362.4,223.66,34.05714285714286,57.45704487212386,7.838571428571428,30.69428571428572,40.54,217.95,28.42,110.71428571428572,41.15,580.0728571428572,57.85,412.14,79.1,259.82,1.552857142857143,106.63,369.79,47.3064781271421,49.86,5.73,28.73857142857143,9.17,7.722857142857143,28.94952380952381,91.52,5.97,-0.55,21.872447153484984,84.23,35.12,352.01,40.18826255912275,495.1,69.38714285714286,32.04857142857143,265.20428571428573,335.33000000000004,83.37,33.27,364.24,177.41,175.95,28.82785714285714,107.56,580.53,77.0455028554922,11.89,315.5757142857143,44.46
2015-05-04,636.4428571428572,380.96,47.61,84.98,42.52,287.49285714285713,423.8128571428571,156.93,86.98,457.78428571428566,5.94,77.77000000000001,389.31,66.92,-0.7141428571428571,44.02,319.5857142857143,68.9,44.51,19.13190476190476,90.29,228.48,411.5,48.02,62.76428571428572,25.404761904761905,110.65,91.34,9.266322711771934,32.32,656.19,48.56,31.45,98.34,154.0,337.63,20.48,39.54,501.67,218.59,107.91,222.65,99.36,27.14,468.5271428571429,125.08,29.96,154.03,362.4628571428571,223.64,34.05571428571428,57.442571162520125,7.8028571428571425,30.69142857142857,40.55,217.99,28.44,110.71857142857142,41.16,580.0442857142856,57.81999999999999,413.04,79.1,259.78,1.5442857142857145,106.62,369.44,47.3,49.86,5.71,28.74190476190476,9.23,7.685714285714285,28.96952380952381,91.55,5.96,-0.5571428571428572,21.88,84.29,35.1,352.14,40.17,495.62,69.36428571428571,32.01125,265.2157142857143,335.28000000000003,83.34,33.27,364.13,177.41,176.13,28.81714285714286,107.51,580.52,77.02,11.88,315.36857142857144,44.43
2015-05-11,636.5199999999999,380.04,47.59,84.78093477726298,42.52,287.39142857142855,423.7714285714286,156.69,87.02,457.8614285714286,5.92,77.71000000000001,389.2957142857143,67.07653134426977,-0.6441428571428572,44.01,319.3442857142857,68.91,44.54,19.152857142857144,90.19,228.47,411.47,48.03,62.72857142857144,25.43714285714286,110.93,91.33,9.252924662715714,32.29,656.68,48.53,31.43,98.66,153.97,337.55,20.46,39.53,501.41,218.55,107.83,222.58,99.35,27.15,468.57571428571424,125.19,29.94,154.06,362.5385714285714,223.6,34.05285714285714,57.37,7.818571428571428,30.67428571428572,40.56,218.01,28.45,110.7042857142857,41.11,580.2271428571429,57.79,412.74,79.1,259.73,1.532857142857143,106.6,369.36,47.24234897728617,49.85,5.65,28.67714285714285,9.17,7.6414285714285715,28.97047619047619,91.49,5.94,-0.4757142857142857,21.959971909275964,84.16,35.1,352.03,40.16,496.13,69.32142857142857,31.97142857142857,265.2257142857143,335.27000000000004,83.31,33.28,364.02,177.38,176.08,28.805714285714284,107.51,580.56,76.96063040912686,11.92,315.19571428571425,44.38
2015-05-18,636.4042857142857,379.61,47.6,84.58856739615817,42.51,287.2914285714286,423.7728571428571,156.62,87.1,457.8442857142857,5.91,77.58000000000001,389.3142857142857,67.01728977996332,-0.6698571428571428,44.0,319.1928571428571,68.93,44.53,19.13428571428572,90.19,228.43,411.45,48.04,62.70285714285715,25.209047619047617,110.75,91.32,9.16,32.33,656.75,48.51,31.42,98.61,153.95,337.5,20.43,39.5,501.33,218.57,107.77,222.53,99.39,27.13,468.5014285714286,125.11,30.02,154.08,362.57,223.52,34.05,57.31864158557504,7.808571428571428,30.672857142857143,40.57,217.99,28.44,110.67714285714284,41.12,580.5485714285714,57.77,412.7,79.09,259.67,1.4757142857142858,106.61,369.15,47.263375978995555,49.84,5.63,28.57761904761905,9.15,7.594285714285713,28.95380952380952,91.49,5.93,-0.5485714285714286,21.89078354026364,84.88,35.08,351.92,40.16,498.15,69.36999999999999,31.952857142857145,265.1657142857143,335.24,83.29,33.28,363.82,177.36,175.99,28.79428571428572,107.49,580.66,76.87456923419016,11.84,315.0671428571428,44.32
2015-05-25,636.8914285714285,378.79,47.61,84.48506105568055,42.5,287.12,423.7585714285714,156.6,87.08,458.0957142857143,5.89,77.45,389.43285714285713,66.91835568917882,-0.6755714285714286,43.98,318.9642857142857,68.93,44.52,19.13904761904762,90.19,228.31,411.44,48.05,62.68,24.80190476190476,110.59,91.3,9.18837347934273,32.33,656.78,48.49,31.45,98.51,153.9,337.46,20.4,39.45,501.23,218.31,107.69,222.47,99.35,27.11,468.4871428571428,125.01,30.0,154.02,362.57428571428574,223.54,34.04714285714285,57.24251445282731,7.742857142857143,30.66142857142857,40.5573886991885,217.89,28.38,110.64,41.09,580.6228571428571,57.75,412.84,79.08,259.61,1.4442857142857142,106.59,369.07,47.375583251458295,49.83,5.56,28.55333333333333,9.04,7.541428571428571,28.949047619047622,91.42,5.91,-0.5528571428571428,21.797255562523162,84.74,35.05,351.86,40.06630043133735,495.86730637984,69.35142857142857,31.925714285714285,265.06142857142856,335.22,83.26,33.3,363.60284455993644,177.33,175.93,28.77642857142857,107.46,580.75,76.74735980404432,11.8,314.94571428571425,44.27
2015-06-01,636.6157142857144,378.21,47.59,84.38,42.48,286.9657142857143,423.75714285714287,156.53,87.06,458.2785714285714,5.86,77.32000000000001,389.32142857142856,66.75,-0.7084285714285714,43.97,319.04285714285714,68.92,44.48,19.15285714285714,90.16,228.12,411.38,48.03,62.65714285714285,24.81047619047619,110.4,91.29,9.146566352776489,32.29,656.76,48.46,31.45,98.42,153.84,337.39,20.37,39.47,501.07,218.22,107.57,222.43,99.28,27.09,468.42,124.89,29.96,153.94,362.48285714285714,223.57,34.04142857142857,57.23,7.701428571428572,30.657857142857143,40.545,217.77,28.37,110.60714285714286,41.04,580.6628571428571,57.73,412.64,79.07,259.37,1.41,106.57,368.86,47.33550330795654,49.81,5.51,28.539047619047626,8.92,7.488571428571428,28.94285714285714,91.41,5.88,-0.5814285714285713,21.72,84.66,35.02,351.8,40.08,495.54,69.37285714285714,31.90714285714285,265.08142857142855,335.21000000000004,83.23,33.29,363.74,177.32000000000002,175.96,28.76,107.46,580.82,76.76,11.76,314.8314285714286,44.28
2015-06-08,636.4214285714286,378.04,47.55,84.15760992888698,42.46,286.7857142857143,423.72,156.55,86.98,458.1014285714286,5.85,77.19000000000001,389.3071428571429,66.75967443723923,-0.737,43.93,318.96857142857147,68.93,44.45,19.09809523809524,89.99,227.94,411.31,48.02,62.63285714285714,24.14761904761905,110.27,91.27,9.130320547105228,32.15,656.56,48.44,31.43,98.25,153.8,337.35,20.34,39.43,501.08,218.18,107.52,222.37,99.0,27.03094699988973,468.41,124.81,29.92,153.88,362.38714285714286,223.49,34.035714285714285,57.1684526128866,7.635714285714285,30.635714285714283,40.39,217.72,28.35,110.56142857142856,40.98,580.6385714285714,57.69,412.42,79.06,259.1,1.384285714285714,106.56,368.79,47.3,49.8,5.46,28.475238095238097,8.85,7.4314285714285715,28.914761904761907,91.36,5.83,-0.6028571428571429,21.640497491209203,84.5,34.99,351.75,39.98,494.09,69.3157142857143,31.865714285714287,265.00714285714287,335.20000000000005,83.18,33.29,363.61,177.31,176.01,28.738571428571426,107.45,580.86,76.71888248533374,11.73,314.72285714285715,44.22
